id_,first_name,last_name,gender,country,phone,designation,ship_or_harbour_id,year_of_joining,qualification
531289,Aaron,Page,Male,Bermuda,499.332.3874x29998,Port Operations Manager,18691,1991,Marine Biology Degree (for roles related to environmental monitoring)
546156,Eric,Casey,Male,Azerbaijan,001-939-400-5080x8484,Harbor Master,18554,1990,International Business Degree (useful for port management and operations)
502511,Kyle,Lee,Male,Ghana,(417)886-9217,Port Security Officer,18551,1974,Maritime Studies Degree
543445,Matthew,Rodriguez,Male,Papua New Guinea,001-927-468-9902x27376,Marine Surveyor,18531,1981,Nautical Science Degree
544876,Jack,Jones,Male,Djibouti,(285)646-9032,Crane,18579,1979,Civil Engineering Degree (for harbor construction and maintenance)
549171,Benjamin,Norman,Male,Haiti,433.371.9835,Port CaptainDock Master,18661,2011,Marine Biology Degree (for roles related to environmental monitoring)
524324,Cody,Huber,Male,Togo,325.815.5403x71758,Pilot,18511,1975,Mechanical Engineering Degree (for engineering roles aboard ships)
543452,Neil,Huff,Male,China,001-459-952-6833x5498,Pilot,18681,1993,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
537467,Anthony,Dillon,Male,China,+1-687-511-8975x3261,Port Operations Manager,18521,2008,Environmental Science Degree (for roles related to pollution control and prevention)
547729,William,Jones,Male,Angola,443-556-0390x8407,Port Security Officer,18680,1974,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
544459,Brian,Tate,Male,Qatar,418.532.4654x674,Harbor Master,18537,2015,Electrical Engineering Degree (for electrical systems aboard ships)
547214,James,Hopkins,Male,Isle of Man,5637105909,Harbor Master,18549,1997,Mechanical Engineering Degree (for engineering roles aboard ships)
508989,Daniel,Dean,Male,Ecuador,001-219-861-3820x116,Crane,18510,1985,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
521268,Jonathan,Parker,Male,Greenland,001-313-860-4418x732,Crane,18658,2010,Industrial Safety Degree (for safety management in maritime environments)
502528,Norman,Spence,Male,Vanuatu,(783)815-1240,Stevedore,18529,2011,Maritime Law Degree
528218,Joseph,Hall,Male,Saudi Arabia,001-247-785-3868x543,Port CaptainDock Master,18595,1980,International Business Degree (useful for port management and operations)
505012,William,Martinez,Male,Kenya,(238)696-4733x0422,Crane,18641,2019,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
548899,Chad,Young,Male,Andorra,707.506.7120,Stevedore,18624,2020,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
526057,Brandon,Gonzales,Male,Benin,787-258-4904x033,Port Engineer,18555,1987,Maritime Law Degree
512957,Daniel,Romero,Male,Swaziland,001-393-249-7418x575,Pilot,18612,2000,Maritime Transportation Management Degree
515768,Steven,Coleman,Male,France,001-695-907-0358x12427,Pilot,18575,1998,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
513547,Keith,Hardy,Male,Jamaica,001-479-314-1274x3259,Marine Surveyor,18594,1974,Mechanical Engineering Degree (for engineering roles aboard ships)
507822,Robert,Bridges,Male,Spain,001-881-359-0190,Pilot,18681,2002,Maritime Law Degree
523250,Kevin,James,Male,Botswana,995-870-3626,Port Security Officer,18676,1975,Port Management Degree
542966,Kyle,Chan,Male,Equatorial Guinea,(533)716-5896x324,Harbor Master,18675,1970,Maritime Law Degree
534257,Scott,Rogers,Male,Burkina Faso,001-928-403-2327,Marine Surveyor,18665,1998,Electrical Engineering Degree (for electrical systems aboard ships)
522275,Gerald,Francis,Male,Angola,593-993-0745,Port Engineer,18645,1995,Maritime Transportation Management Degree
538814,David,Juarez,Male,Puerto Rico,757.441.2175x4299,Marine Surveyor,18620,2002,Electrical Engineering Degree (for electrical systems aboard ships)
545860,Ryan,Tucker,Male,Gabon,(693)558-4041,Marine Surveyor,18608,2020,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
543319,David,Johnson,Male,Indonesia,372.286.6241x3094,Stevedore,18501,1972,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
541942,Jordan,Sullivan,Male,Central African Republic,+1-502-670-3339x407,Harbor Master,18688,2009,Electrical Engineering Degree (for electrical systems aboard ships)
538347,Luis,Wright,Male,Seychelles,927-881-4631x98681,Stevedore,18594,1981,Logistics and Supply Chain Management Degree
507684,Albert,Yu,Male,Fiji,001-857-929-7271x407,Port Engineer,18629,2004,Nautical Science Degree
532279,Christian,Thompson,Male,Bolivia,728-946-3254,Harbor Master,18629,1974,Port Management Degree
513516,Jeffrey,Jackson,Male,Saint Barthelemy,(930)293-4371,Port CaptainDock Master,18683,1981,Marine Biology Degree (for roles related to environmental monitoring)
501958,Paul,Fisher,Male,Puerto Rico,(519)595-6331x579,Port Operations Manager,18564,1979,Marine Biology Degree (for roles related to environmental monitoring)
510541,Donald,Gonzalez,Male,Algeria,495-573-2651,Pilot,18511,2019,Mechanical Engineering Degree (for engineering roles aboard ships)
523530,Kevin,Sullivan,Male,Gibraltar,320-524-5204x52941,Harbor Master,18567,2022,Civil Engineering Degree (for harbor construction and maintenance)
541362,Luis,Keller,Male,Northern Mariana Islands,352-300-1429x424,Port Security Officer,18529,2001,Port Management Degree
501507,Richard,Anderson,Male,Israel,(615)666-2290,Pilot,18531,2011,Port Management Degree
541770,Oscar,Garza,Male,Cayman Islands,291-567-2794x4992,Port Engineer,18541,1989,Maritime Law Degree
534498,Michael,Gray,Male,Eritrea,(890)607-9166x79330,Port CaptainDock Master,18500,2000,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
539402,David,Davis,Male,Andorra,+1-547-617-5531x8499,Pilot,18531,1994,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
538651,Tommy,Miller,Male,Nigeria,592-691-4116x71430,Pilot,18668,1998,Logistics and Supply Chain Management Degree
521126,James,Lowery,Male,Lithuania,577.847.3164,Crane,18545,1990,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
523962,Eric,Phillips,Male,Micronesia,641-424-5686,Harbor Master,18687,1993,Maritime Studies Degree
501077,Michael,Smith,Male,Egypt,001-376-208-1335x873,Port CaptainDock Master,18621,2017,Civil Engineering Degree (for harbor construction and maintenance)
509947,Keith,Garcia,Male,Micronesia,(452)860-3776,Port Security Officer,18511,2017,Logistics and Supply Chain Management Degree
500509,Brandon,Mullins,Male,Saint Pierre and Miquelon,654.643.5651x04126,Stevedore,18593,2013,Marine Engineering Degree
507499,Brandon,Romero,Male,Dominica,313-416-0782x2329,Port CaptainDock Master,18509,1979,Marine Biology Degree (for roles related to environmental monitoring)
517708,Aaron,Parrish,Male,Portugal,963.814.6372x734,Port Engineer,18650,2003,Naval Architecture Degree
529719,Nicholas,Jones,Male,El Salvador,(743)487-1695,Stevedore,18683,2001,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
526234,William,Flores,Male,Cayman Islands,+1-413-553-5368x777,Port Engineer,18671,2002,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
519875,Samuel,Smith,Male,Armenia,+1-749-641-5128x996,Port Security Officer,18521,1988,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
519305,Andrew,Hanna,Male,Greece,596-590-9786,Port Security Officer,18687,2008,Marine Engineering Degree
520850,Richard,Miller,Male,Djibouti,950-241-4990,Port CaptainDock Master,18672,1996,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
518243,Gary,Spencer,Male,Maldives,388-317-2974x7076,Port CaptainDock Master,18553,1993,Mechanical Engineering Degree (for engineering roles aboard ships)
539228,Timothy,Townsend,Male,Bahrain,3994623643,Port CaptainDock Master,18638,2015,International Business Degree (useful for port management and operations)
509125,Charles,Barrera,Male,Vanuatu,(574)360-1451x561,Crane,18541,2002,Mechanical Engineering Degree (for engineering roles aboard ships)
509699,Michael,Armstrong,Male,Malaysia,702.550.0456x444,Marine Surveyor,18562,1984,Logistics and Supply Chain Management Degree
548840,Anthony,Peters,Male,Kyrgyz Republic,8568381433,Port Engineer,18615,2013,International Business Degree (useful for port management and operations)
543270,William,Perry,Male,Panama,440-401-8095x136,Marine Surveyor,18552,2020,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
528718,Steven,Wood,Male,Peru,209-871-7500x01620,Crane,18680,1975,Civil Engineering Degree (for harbor construction and maintenance)
543631,Christopher,Gibson,Male,Bosnia and Herzegovina,+1-885-396-7835x4727,Marine Surveyor,18658,2007,Industrial Safety Degree (for safety management in maritime environments)
541704,William,Blankenship,Male,Cote d'Ivoire,001-736-728-6119x001,Port Security Officer,18509,2020,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
517862,Dillon,Collins,Male,Kazakhstan,788-737-0608x087,Port CaptainDock Master,18604,1984,Maritime Transportation Management Degree
527640,Austin,Hopkins,Male,Heard Island and McDonald Islands,872-877-8550x7657,Crane,18612,1970,International Business Degree (useful for port management and operations)
519699,Jaime,Evans,Male,Gambia,501.666.3034x48957,Harbor Master,18590,1985,Electrical Engineering Degree (for electrical systems aboard ships)
524359,Lucas,Kelly,Male,Yemen,976.663.0805x76179,Port CaptainDock Master,18604,1973,Marine Biology Degree (for roles related to environmental monitoring)
538689,Ryan,Todd,Male,Saint Kitts and Nevis,(368)998-1689,Marine Surveyor,18503,1996,Industrial Safety Degree (for safety management in maritime environments)
547608,Noah,Cole,Male,Lebanon,001-378-215-3867x103,Harbor Master,18579,2014,Nautical Science Degree
509347,Anthony,Gonzalez,Male,Nicaragua,615-876-3457,Marine Surveyor,18613,2014,Port Management Degree
543829,Garrett,Watson,Male,Holy See (Vatican City State),360-828-2001,Port Engineer,18521,2022,Civil Engineering Degree (for harbor construction and maintenance)
533528,Steven,Reynolds,Male,Hungary,699-788-6302x5868,Marine Surveyor,18593,2016,Marine Biology Degree (for roles related to environmental monitoring)
503024,Matthew,Stephens,Male,Sweden,401-575-3946x722,Pilot,18606,2006,Nautical Science Degree
524659,Bryan,Bartlett,Male,Mayotte,876-758-3119x28135,Harbor Master,18640,2017,Environmental Science Degree (for roles related to pollution control and prevention)
503697,Richard,Le,Male,Costa Rica,822.461.4545x30160,Port Operations Manager,18687,2008,Port Management Degree
545117,Ryan,Patterson,Male,Lebanon,8462304295,Stevedore,18602,1991,Civil Engineering Degree (for harbor construction and maintenance)
511285,Jesse,Hunter,Male,Lithuania,001-762-971-4166x2454,Port CaptainDock Master,18513,1982,Maritime Transportation Management Degree
527009,Robert,Fuller,Male,Tonga,(796)661-4834,Port Security Officer,18503,2002,Logistics and Supply Chain Management Degree
549949,Charles,Compton,Male,Moldova,9119409737,Port Operations Manager,18658,1993,Industrial Safety Degree (for safety management in maritime environments)
547288,Devin,Douglas,Male,Estonia,724-377-8248x19564,Marine Surveyor,18589,2016,Maritime Transportation Management Degree
501648,Randall,Cohen,Male,Bolivia,792-518-7680x17505,Harbor Master,18604,1990,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
549744,Derek,Wilson,Male,Antarctica (the territory South of 60 deg S),+1-734-953-4247x33867,Port Engineer,18500,1995,Port Management Degree
543693,Roy,Anderson,Male,Bouvet Island (Bouvetoya),(944)416-8121,Port Engineer,18555,1972,Marine Engineering Degree
523508,Alexander,Smith,Male,Madagascar,+1-223-826-1057,Port CaptainDock Master,18540,1971,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
501130,Anthony,Thomas,Male,Japan,001-702-210-6483,Port Engineer,18680,1979,Maritime Law Degree
516535,Michael,Wall,Male,Nigeria,428-552-6599,Port Operations Manager,18669,2004,Nautical Science Degree
546746,Geoffrey,Griffith,Male,Micronesia,+1-280-413-3389x339,Stevedore,18623,1990,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
523297,David,Russell,Male,Belgium,001-965-569-1015x22790,Stevedore,18662,1999,Civil Engineering Degree (for harbor construction and maintenance)
509431,George,Garcia,Male,Nigeria,637.625.9492x437,Stevedore,18681,1971,Nautical Science Degree
540582,Edward,Gonzalez,Male,Vanuatu,001-336-867-8825,Pilot,18651,2013,Naval Architecture Degree
544481,Jeff,Mercado,Male,Latvia,001-842-972-3706x2752,Harbor Master,18511,2022,Maritime Law Degree
506835,Jacob,Burnett,Male,Korea,+1-971-321-1233x04745,Port Engineer,18562,2000,Maritime Law Degree
524369,Kyle,Smith,Male,Bangladesh,903-585-2330,Harbor Master,18522,1979,Industrial Safety Degree (for safety management in maritime environments)
509063,Matthew,Smith,Male,Zambia,+1-636-684-0973x6362,Marine Surveyor,18640,2002,Maritime Law Degree
530694,Kenneth,Ortega,Male,Dominica,524-384-9001x49383,Port Security Officer,18528,2008,Marine Biology Degree (for roles related to environmental monitoring)
538370,Joshua,Mendoza,Male,Samoa,373-986-5185x3857,Crane,18688,1996,Environmental Science Degree (for roles related to pollution control and prevention)
545576,James,Yang,Male,Niger,001-827-768-1831,Port Operations Manager,18615,1975,Marine Biology Degree (for roles related to environmental monitoring)
517591,Patrick,Baker,Male,Canada,843.926.6491,Stevedore,18576,1975,Environmental Science Degree (for roles related to pollution control and prevention)
505383,John,Reynolds,Male,Moldova,+1-913-432-3556,Port Security Officer,18551,1973,International Business Degree (useful for port management and operations)
540426,Adam,Reyes,Male,Solomon Islands,001-918-604-5178,Pilot,18672,1993,International Business Degree (useful for port management and operations)
532287,Brian,Solomon,Male,Ireland,607.412.9671x243,Port Engineer,18691,1999,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
517579,Samuel,Powell,Male,Mongolia,853-564-8116x4683,Harbor Master,18551,1976,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
528771,Philip,Smith,Male,Azerbaijan,261.209.3785x54482,Port CaptainDock Master,18695,2020,Naval Architecture Degree
532297,Jacob,Davis,Male,Guinea-Bissau,001-537-845-5920x4296,Port CaptainDock Master,18602,2018,Industrial Safety Degree (for safety management in maritime environments)
542289,Brian,Ramirez,Male,Madagascar,+1-241-366-6729x65999,Port Operations Manager,18613,1970,Mechanical Engineering Degree (for engineering roles aboard ships)
520525,Matthew,Gross,Male,Western Sahara,001-493-834-1263x832,Port Security Officer,18560,1994,Civil Engineering Degree (for harbor construction and maintenance)
540171,Omar,Castillo,Male,Tajikistan,001-409-321-3294x31089,Port Engineer,18673,2010,Maritime Studies Degree
517498,Joseph,George,Male,United States Minor Outlying Islands,001-245-459-1053,Port Operations Manager,18531,1998,Naval Architecture Degree
533848,Russell,Shaw,Male,Tuvalu,+1-835-358-8451x9627,Port Operations Manager,18583,1979,Industrial Safety Degree (for safety management in maritime environments)
527224,David,Harvey,Male,Turkey,899-360-3071x491,Crane,18603,2008,Marine Engineering Degree
544654,Ian,Martin,Male,Turkey,(983)578-6355x23916,Port CaptainDock Master,18640,1984,Industrial Safety Degree (for safety management in maritime environments)
534800,Steven,Fowler,Male,India,344.941.5540,Port CaptainDock Master,18521,1981,Industrial Safety Degree (for safety management in maritime environments)
523861,Cody,Myers,Male,Bouvet Island (Bouvetoya),804.659.4472,Stevedore,18547,1979,Marine Engineering Degree
533775,Matthew,Walker,Male,Egypt,710-313-4004x2381,Pilot,18639,1990,Maritime Law Degree
506920,Christopher,Thomas,Male,Egypt,436-788-0596x2138,Stevedore,18686,1974,Maritime Studies Degree
516476,Tony,Hernandez,Male,French Guiana,001-241-355-7136x27073,Crane,18565,1991,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
505657,Steven,Fields,Male,Sao Tome and Principe,241.402.1911x06167,Pilot,18698,1979,Nautical Science Degree
532366,Larry,Mckee,Male,Lesotho,528.897.2233,Stevedore,18583,2007,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
517275,Larry,Olsen,Male,Uganda,381.316.9481,Port CaptainDock Master,18556,1976,Port Management Degree
515188,Jay,Webb,Male,Jordan,280.788.0553x0426,Stevedore,18562,1988,Electrical Engineering Degree (for electrical systems aboard ships)
526744,Jason,Allison,Male,Niue,348.261.0763,Pilot,18693,2019,Industrial Safety Degree (for safety management in maritime environments)
535168,David,Miller,Male,China,001-260-651-3829x298,Port Operations Manager,18565,1992,Industrial Safety Degree (for safety management in maritime environments)
543026,Michael,Thompson,Male,Papua New Guinea,306-806-5637x527,Marine Surveyor,18510,2007,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
516265,Jay,Rodriguez,Male,Canada,(547)492-2029,Port Operations Manager,18668,2010,Civil Engineering Degree (for harbor construction and maintenance)
541425,David,Perez,Male,Liberia,600-756-0526x350,Marine Surveyor,18583,1983,Marine Engineering Degree
519215,Joseph,Harris,Male,Sao Tome and Principe,+1-312-379-4243x27739,Port Operations Manager,18576,2008,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
527215,Robert,Johnson,Male,Aruba,540.395.7027x19127,Port Operations Manager,18553,1983,Environmental Science Degree (for roles related to pollution control and prevention)
533512,Richard,Stone,Male,Brunei Darussalam,001-265-761-0840x131,Crane,18593,1984,Maritime Law Degree
519496,Kevin,Armstrong,Male,Micronesia,912-794-8901x35123,Marine Surveyor,18603,1997,Maritime Studies Degree
500981,David,Gibson,Male,Libyan Arab Jamahiriya,+1-946-280-0550x296,Port CaptainDock Master,18572,1978,International Business Degree (useful for port management and operations)
510713,Paul,Baker,Male,Cook Islands,402.415.0331,Marine Surveyor,18540,2006,Naval Architecture Degree
519546,Daniel,Little,Male,Trinidad and Tobago,(630)742-4174,Port Operations Manager,18536,2001,Marine Biology Degree (for roles related to environmental monitoring)
521474,Scott,Brown,Male,Burkina Faso,942.660.6723,Marine Surveyor,18549,1983,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
511598,Billy,Day,Male,Namibia,500.697.1387x212,Port Operations Manager,18602,1997,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
510742,Lucas,Thomas,Male,Botswana,(621)325-0846x3894,Port Security Officer,18545,1984,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
502546,Tommy,Smith,Male,Paraguay,(701)858-3388,Port Operations Manager,18643,2020,Port Management Degree
520032,Ross,Booth,Male,Guam,800-797-6604,Pilot,18555,1989,Environmental Science Degree (for roles related to pollution control and prevention)
538842,Robert,Malone,Male,China,(659)259-3735x734,Harbor Master,18504,2018,Environmental Science Degree (for roles related to pollution control and prevention)
523315,Robert,Pruitt,Male,Angola,+1-600-911-6005,Crane,18572,1976,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
531167,Troy,Lawrence,Male,Marshall Islands,(761)638-2780,Crane,18599,2014,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
511971,Brandon,Williams,Male,Uganda,001-430-426-1594x3939,Port Operations Manager,18511,1987,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
540390,Charles,Collier,Male,Greece,+1-788-377-5056x6096,Port CaptainDock Master,18529,1998,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
527688,Stephen,Moss,Male,Switzerland,8168735193,Marine Surveyor,18519,2013,Maritime Law Degree
536433,Michael,Miller,Male,Wallis and Futuna,+1-369-336-1905,Crane,18664,1982,Maritime Law Degree
513060,Brad,Forbes,Male,Taiwan,5258223991,Harbor Master,18603,2009,International Business Degree (useful for port management and operations)
543847,Kevin,Austin,Male,Panama,308.388.1973x39705,Port Engineer,18700,2003,Maritime Studies Degree
548310,Jeffrey,Snyder,Male,Romania,880.519.5357,Marine Surveyor,18542,2021,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
518338,Marc,Graham,Male,Zambia,2042112209,Harbor Master,18500,1997,Nautical Science Degree
525936,David,Holmes,Male,Korea,363.341.8903x7634,Harbor Master,18700,2014,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
530902,Thomas,Wright,Male,Jordan,835.872.5615,Crane,18624,1972,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
535284,Paul,Smith,Male,Saint Vincent and the Grenadines,(964)471-1067,Port Engineer,18693,1982,Environmental Science Degree (for roles related to pollution control and prevention)
539201,Joseph,Carr,Male,Japan,(694)572-6011x9859,Stevedore,18569,1996,Marine Engineering Degree
511538,Michael,Mcclure,Male,Philippines,685-483-0415x069,Pilot,18623,1983,Nautical Science Degree
504687,Joseph,Campos,Male,Bouvet Island (Bouvetoya),738-696-2302x13469,Port CaptainDock Master,18589,1995,Mechanical Engineering Degree (for engineering roles aboard ships)
537730,Jason,Lewis,Male,Panama,+1-684-716-3470x90450,Stevedore,18661,1971,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
507969,Gary,Simmons,Male,Mexico,001-668-513-9234x85430,Stevedore,18604,1990,Industrial Safety Degree (for safety management in maritime environments)
528740,Nicholas,Hudson,Male,French Guiana,754-276-2790x82358,Port Engineer,18588,1985,Industrial Safety Degree (for safety management in maritime environments)
527356,William,Parsons,Male,Guam,529.862.5680x29229,Marine Surveyor,18683,1987,Industrial Safety Degree (for safety management in maritime environments)
536349,Leslie,Graves,Male,Angola,476.575.9914x32743,Harbor Master,18582,1981,Maritime Transportation Management Degree
548307,Jose,Espinoza,Male,Malta,443.897.1523x87228,Harbor Master,18552,1971,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
504932,Mitchell,Lopez,Male,Ukraine,(295)597-1013,Pilot,18540,2022,Environmental Science Degree (for roles related to pollution control and prevention)
533042,Joshua,Stanley,Male,Palau,466-895-5123x291,Pilot,18665,2022,Electrical Engineering Degree (for electrical systems aboard ships)
511819,Nicholas,Taylor,Male,Mayotte,3816892298,Pilot,18563,1982,Environmental Science Degree (for roles related to pollution control and prevention)
523094,Joshua,Powell,Male,Samoa,+1-706-322-6331x10019,Port Operations Manager,18503,2024,International Business Degree (useful for port management and operations)
523854,Micheal,Williams,Male,New Zealand,001-551-785-1832x242,Marine Surveyor,18641,2001,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
508982,Sean,Smith,Male,Mozambique,387.722.9583x41000,Port CaptainDock Master,18657,1989,Civil Engineering Degree (for harbor construction and maintenance)
526773,Michael,Gomez,Male,Portugal,625-410-7134,Pilot,18673,1998,Electrical Engineering Degree (for electrical systems aboard ships)
548707,Justin,Davis,Male,Central African Republic,(609)436-3970,Stevedore,18661,1986,Civil Engineering Degree (for harbor construction and maintenance)
510356,Brad,Miller,Male,Iceland,(469)468-9506,Harbor Master,18668,2010,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
529920,Mark,Evans,Male,Swaziland,674.358.6277x601,Harbor Master,18688,1973,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
541489,Joseph,Barrett,Male,Ukraine,8028807476,Harbor Master,18686,1984,Naval Architecture Degree
543809,John,Wright,Male,Greece,001-717-239-7743,Crane,18638,1972,Marine Biology Degree (for roles related to environmental monitoring)
504653,Richard,Palmer,Male,Kiribati,001-586-946-1143,Port Operations Manager,18538,2001,Maritime Law Degree
548386,Michael,White,Male,Aruba,892-380-0735,Stevedore,18565,1988,Computer Science or Information Technology Degree (for roles involving maritime software development or IT support)
548065,Ronald,Smith,Male,Singapore,001-528-865-6808,Marine Surveyor,18538,1975,Environmental Science Degree (for roles related to pollution control and prevention)
532921,Spencer,Frost,Male,Turkey,(759)940-5930,Crane,18540,2019,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
526328,Steven,Mcbride,Male,Honduras,(875)780-5598x03039,Port Operations Manager,18529,1972,Geography or Geospatial Sciences Degree (for roles related to navigation and charting)
524609,Edwin,Burton,Male,Afghanistan,(993)703-2344x216,Harbor Master,18594,1990,Naval Architecture Degree
526888,Nicholas,Craig,Male,Bulgaria,001-351-985-3039x3704,Pilot,18653,2015,Marine Biology Degree (for roles related to environmental monitoring)
520943,Kenneth,Freeman,Male,Estonia,001-745-486-1022x507,Harbor Master,18700,2017,Marine Engineering Degree
514511,Mark,King,Male,Afghanistan,(793)436-5939x3782,Stevedore,18693,1982,Marine Biology Degree (for roles related to environmental monitoring)
543745,Wayne,Ortiz,Male,Bouvet Island (Bouvetoya),850-476-2385x58484,Harbor Master,18560,2017,Nautical Science Degree
546241,Joseph,Pugh,Male,United States of America,+1-865-502-5841x59883,Stevedore,18695,1972,Nautical Science Degree
509176,Melvin,Reid,Male,Vanuatu,491-441-4119x64800,Stevedore,18629,1994,Civil Engineering Degree (for harbor construction and maintenance)
531682,Aaron,Bailey,Male,Algeria,469.384.0510x67867,Stevedore,18645,1986,Environmental Science Degree (for roles related to pollution control and prevention)
514083,Joseph,Rivera,Male,Senegal,746-677-3738x744,Port Operations Manager,18554,2000,Electrical Engineering Degree (for electrical systems aboard ships)
531596,Wayne,Green,Male,Christmas Island,444-643-3436x8376,Stevedore,18598,2010,Marine Biology Degree (for roles related to environmental monitoring)
502148,Richard,Santos,Male,Djibouti,001-647-556-3140,Stevedore,18589,2013,Mechanical Engineering Degree (for engineering roles aboard ships)
520182,Jeremy,Dawson,Male,Guernsey,4188258790,Marine Surveyor,18625,1996,Marine Engineering Degree
507957,Joseph,Friedman,Male,Cook Islands,+1-588-506-1785x99913,Harbor Master,18670,2015,Electrical Engineering Degree (for electrical systems aboard ships)
503447,George,Gomez,Male,French Polynesia,(983)795-6873,Pilot,18531,2016,Electrical Engineering Degree (for electrical systems aboard ships)
514325,Joseph,Shannon,Male,Belgium,+1-341-975-7306,Port Security Officer,18501,1971,Maritime Transportation Management Degree
539931,Steven,Molina,Male,India,674-765-7129x936,Marine Surveyor,18541,1973,Marine Biology Degree (for roles related to environmental monitoring)
528428,Curtis,Kerr,Male,Angola,001-913-620-0051x497,Crane,18675,1992,International Business Degree (useful for port management and operations)
523709,James,Larson,Male,Namibia,001-577-999-5702x8796,Harbor Master,18676,1983,Industrial Safety Degree (for safety management in maritime environments)
549395,Scott,Aguirre,Male,Botswana,634.949.4200,Stevedore,18516,2004,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
523695,Patrick,Ballard,Male,Kyrgyz Republic,536-489-0536,Port CaptainDock Master,18539,1983,Maritime Law Degree
532390,Travis,Perez,Male,Iceland,001-974-406-7856x3376,Port Engineer,18513,2020,International Business Degree (useful for port management and operations)
529802,Michael,Holland,Male,Martinique,331.629.9002x77069,Stevedore,18673,1988,Port Management Degree
527740,Michael,Larson,Male,Niger,001-958-466-3119x621,Port Security Officer,18564,2003,Nautical Science Degree
512082,Andrew,Walker,Male,Denmark,231-522-8035,Stevedore,18628,2010,International Business Degree (useful for port management and operations)
504250,Tyler,Valentine,Male,New Caledonia,+1-254-551-7825,Crane,18684,2018,Marine Engineering Degree
503364,Luis,Ramsey,Male,Sri Lanka,629.754.3857,Port Operations Manager,18676,2010,Logistics and Supply Chain Management Degree
506125,Jim,Jensen,Male,Canada,492.496.3400x9023,Port CaptainDock Master,18665,2019,Industrial Safety Degree (for safety management in maritime environments)
542351,Jason,Rogers,Male,Jamaica,001-792-346-4695x00063,Pilot,18669,2022,Naval Architecture Degree
504340,Stephen,Pearson,Male,Jordan,4912042361,Port Security Officer,18560,2019,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
540545,Kenneth,West,Male,Oman,+1-493-963-1775x493,Port CaptainDock Master,18554,2018,Civil Engineering Degree (for harbor construction and maintenance)
522942,Marvin,Terry,Male,Saint Helena,827-656-2995,Harbor Master,18539,1989,Industrial Safety Degree (for safety management in maritime environments)
530232,Eric,Boyle,Male,Bangladesh,735-486-4242,Harbor Master,18650,1989,Emergency Management Degree (useful for roles involving disaster preparedness and response in maritime environments)
531118,Robert,Phillips,Male,Greenland,242-414-5453x03289,Port CaptainDock Master,18628,1998,Nautical Science Degree
537061,Colin,Stone,Male,Ecuador,001-467-532-4645x67981,Port Security Officer,18589,1994,Communication or Public Relations Degree (useful for roles involving public relations or communications within port authorities)
526659,Anthony,Levy,Male,Andorra,520.683.8042,Crane,18657,2014,Maritime Transportation Management Degree
543404,Jason,Wilson,Male,Congo,+1-918-385-9524,Port CaptainDock Master,18593,1991,Maritime Studies Degree
